movieId,title,genres
139086,Small Potatoes - Who Killed the USFL? (2009),Documentary
5709,"Amateur, The (1981)",Crime|Thriller
131564,The Angel of Vengeance - The Female Hamlet (1977),Drama
145947,An Autumn's Tale (1987),Drama|Romance
960,Angel on My Shoulder (1946),Crime|Drama
118204,McConkey (2013),Adventure|Documentary
289,Only You (1994),Comedy|Romance
99521,"Incruste, L' (a.k.a. L'Incruste, fallait pas le laisser entrer!) (2004)",Comedy
140345,The Man Called Flintstone (1966),Adventure|Animation|Children|Mystery|Romance
89023,Forest (Rengeteg) (2003),Drama
83607,Manon (1949),Crime|Drama
78316,Letters to Juliet (2010),Drama|Romance
137278,Cyberbully (2015),Drama
119456,Bugs Bunny's Looney Christmas Tales (1979),Animation|Children
8988,Cinderfella (1960),Comedy
68128,"Mindscape of Alan Moore, The (2003)",Documentary
58595,Quiet City (2007),Drama
80954,Merrily We Live (1938),Comedy|Romance
27357,Old Men in New Cars (Gamle mænd i nye biler) (2002),Action|Comedy
149622,Si accettano miracoli (2015),Comedy
103139,"Mugger, The (El asaltante) (2007)",Drama
148080,Hard to Be a God (1989),Adventure|Drama|Sci-Fi
32031,Robots (2005),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi|IMAX
7212,I Was a Male War Bride (1949),Comedy|Romance
70282,Aliens in the Attic (2009),Adventure|Children|Fantasy|Sci-Fi
112903,Gunday (2014),Action|Crime|Drama
133079,Syndicate Sadists (1975),Action|Crime|Thriller
132944,Night Monster (1942),Children|Drama|Horror
8718,"Snake Pit, The (1948)",Drama
116941,Jetsons: The Movie (1990),Animation|Children|Comedy|Musical|Sci-Fi
38824,Mother of Mine (Äideistä parhain) (2005),Drama
57282,And Soon the Darkness (1970),Mystery|Thriller
115256,Charlie Chan in City in Darkness (1939),Drama|Mystery|Thriller
57996,"Motel, The (2005)",Comedy|Drama
103177,Ill-Fated Love (Doomed Love) (Amor de Perdição) (1979),Drama|Romance
39429,Confess (2005),Drama|Thriller
54872,Keoma (1976),Action|Drama|Western
82452,Frozen (2007),Drama
4964,Baran (2001),Adventure|Drama|Romance
114242,Sharknado 2: The Second One (2014),Horror|Sci-Fi|Thriller
151111,Le mystère de la tour Eiffel (1927),Drama
1843,Slappy and the Stinkers (1998),Children|Comedy
109893,Chiko (2008),Crime|Drama
110515,Superdad (1973),Comedy
65802,Paul Blart: Mall Cop (2009),Action|Comedy|Crime
104612,"Trust Us, This Is All Made Up (2009)",Comedy|Documentary
142634,The Legend of Seven Cutter (2006),Action|Comedy
26350,"Passenger, The (Professione: reporter) (1975)",Drama
114836,"Sleeping Car, The (1990)",Comedy|Horror
126154,La Putain du roi (1990),Drama|Romance
72235,Between the Devil and the Deep Blue Sea (1995),Drama
4266,"Forsaken, The (2001)",Horror
123625,The Karen Carpenter Story (1989),(no genres listed)
148814,Stranded (2015),Drama
116411,Tangerines (2013),Drama
56748,"Big Bad Swim, The (2006)",Comedy|Drama
53906,Popular Music (Populärmusik från Vittula) (2004),Comedy|Drama
51194,Like Mike 2: Streetball (2006),Children|Comedy
120952,Filly Brown (2012),Drama
144464,Paradise Found (2003),Drama
104218,Grown Ups 2 (2013),Comedy
8618,Johnny Guitar (1954),Drama|Western
148280,Truman (2015),Comedy|Drama
101079,Kiss Me (Kyss Mig) (2011),Drama|Romance
145919,Camarades (1970),Drama
134953,The Listening Project (2008),Documentary
6545,I Capture the Castle (2003),Drama|Romance
98481,Poolboy: Drowning Out the Fury (2011),Comedy
26613,Ashik Kerib (1988),Drama|Romance
1571,When the Cat's Away (Chacun cherche son chat) (1996),Comedy|Romance
139797,Smosh: The Movie (2015),Action|Adventure|Comedy
79760,Facing Ali (2009),Documentary
150373,The Dog of Flanders (1997),Animation|Drama|Romance
128860,Beau Brummell: This Charming Man (2006),Drama
141363,Chop (2011),Comedy|Horror|Thriller
27103,"Strange Behaviour of Sexually Mature City Slickers at Mating Season, The (Das merkwürdige Verhalten geschlechtsreifer Großstädter zur Paarungszeit) (1998)",Comedy|Romance
3391,Who's That Girl? (1987),Comedy
133600,The Murder Man (1935),Crime|Drama|Romance|Thriller
107370,Footprints on the Moon (Le orme) (Primal Impulse) (1975),Mystery|Thriller
96971,"Lie, The (2011)",Drama
121364,Memories of My Melancholy Whores (2011),Comedy|Drama|Romance
2696,"Dinner Game, The (Dîner de cons, Le) (1998)",Comedy
2660,"Thing from Another World, The (1951)",Horror|Sci-Fi
146364,Dil Kya Kare,(no genres listed)
80901,"Hawaiians, The (1970)",Drama
49759,Lost Horizon (1973),Adventure|Drama|Fantasy|Musical|Romance
25924,Humoresque (1946),Drama|Romance
141820,Old Men: Robbers (1971),Comedy
110265,"Little Stiff, A (1991)",Comedy
134912,The Masked Thief (1975),Western
27524,"Gathering, The (2002)",Horror|Mystery|Thriller
107426,Demons 2 (Dèmoni 2... l'incubo ritorna) (1986),Horror
82638,Under the Sun of Satan (Sous le soleil de Satan) (1987),Drama
146018,The Elder Son (1975),Drama
5733,"Eyewitness (Janitor, The) (1981)",Thriller
135939,Firestarter 2: Rekindled (2002),Horror|Sci-Fi|Thriller
99611,Confessions of a Pop Performer (1975),Comedy
93490,Law of the Lawless (Brigada) (2002),Crime
139084,Boulevard (2014),Drama
44709,Akeelah and the Bee (2006),Drama
142566,Sarusuberi: Miss Hokusai (2015),Animation
5276,Crimes of Passion (1984),Drama|Romance|Thriller
122523,Treasure Buddies (2012),Children|Comedy
144930,El Bolero de Raquel (1957),Comedy
1164,2 ou 3 choses que je sais d'elle (2 or 3 Things I Know About Her) (1967),Drama
4424,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)",Drama
132646,The Velveteen Rabbit (2009),Animation|Children|Drama|Sci-Fi
115475,Blackbird (2012),Drama
114062,"Motel Life, The (2012)",Drama|Mystery|Thriller
8187,On Moonlight Bay (1951),Comedy|Musical
89658,Green Fire (1954),Adventure|Drama
129430,Murder on Monday (1952),Crime|Drama|Mystery
27458,Dirty Deeds (2002),Action|Comedy|Crime
118093,Eagle's Wing (1979),Western
111373,Lovely Molly (2011),Horror
125107,The Hessen Affair (2009),Action|Drama|Thriller
87882,De Dana Dan (2009),Comedy
47239,"Hurricane, The (1937)",Action|Drama|Romance
53550,Rescue Dawn (2006),Action|Adventure|Drama|War
150838,Fuck for Forest (2012),(no genres listed)
89277,Chill (2007),Horror|Mystery|Thriller
4488,Colors (1988),Action|Crime|Drama
79346,Smashing Pumpkins: If All Goes Wrong (2008),Documentary|Musical
55492,"Last Winter, The (2006)",Horror
6720,Kuffs (1992),Action|Comedy|Crime
120811,Patton Oswalt: Finest Hour (2011),Comedy
133391,Babysitter's Black Book (2015),Drama|Thriller
129935,Gimme the Loot (2013),Drama
70529,Je suis né d'une cigogne (1999),Comedy|Fantasy
2248,Say Anything... (1989),Comedy|Drama|Romance
25795,Dinner at Eight (1933),Comedy|Drama|Romance
7344,"Wrong Arm of the Law, The (1963)",Comedy|Crime
97457,"Reluctant Saint, The (1962)",Comedy|Drama
8265,Frogs (1972),Drama|Horror|Mystery|Thriller
6288,Better Luck Tomorrow (2002),Crime|Drama
3628,Flying Tigers (1942),Action|Drama|Romance|War
4995,"Beautiful Mind, A (2001)",Drama|Romance
74266,I Never Sang for My Father (1970),Drama
46595,Fuse (Gori vatra) (2003),Comedy|Drama
118752,The Return of Ringo (1965),Action|Drama|Romance|Western
151319,Notias (2016),Comedy|Drama
51498,2001 Maniacs (2005),Comedy|Horror
134625,The Last Outlaw (1993),Action|Western
149354,Sisters (2015),Children|Comedy
84996,Presumed Guilty (Presunto culpable) (2008),Crime|Documentary
69118,In the Electric Mist (2009),Drama|Mystery
93570,Bedevilled (Kim Bok-nam salinsageonui jeonmal) (2010),Crime|Drama|Horror
43917,Eight Below (2006),Action|Adventure|Drama|Romance
48030,"Crusades, The (1935)",Adventure|Drama|War
8149,"Atlantis, the Lost Continent (1961)",Adventure|Sci-Fi
34292,Hardware (1990),Action|Horror|Sci-Fi
105976,Bad Medicine (1985),Comedy
137646,"Oggi, domani, dopodomani (1965)",Comedy
136465,John Oliver: Terrifying Times (2008),Comedy
132644,An Act of War (2015),Drama|Mystery
1440,Amos & Andrew (1993),Comedy
27875,Redemption: The Stan Tookie Williams Story (2004),Crime|Documentary|Drama
100289,"Pink Ribbons, Inc. (2011)",Documentary
141203,Aakrosh (1980),Drama
5744,Four Friends (a.k.a. Georgia's Friends) (1981),Drama
72369,Goemon (2009),Action|Drama
128684,Artifact (2012),Documentary
6568,Camp (2003),Comedy|Musical
7193,"Adventures of Ford Fairlane, The (1990)",Action|Comedy
52319,Inglorious Bastards (Quel maledetto treno blindato) (1978),Action|Adventure|Drama|War
109858,Entre ses mains (2005),Drama|Romance|Thriller
27856,Bummer (Bumer) (2003),Action|Drama|Thriller
112727,Deliver Us from Evil (2014),Crime|Horror|Thriller
5464,Road to Perdition (2002),Crime|Drama
1099,"Christmas Carol, A (1938)",Children|Drama|Fantasy
139144,Hardflip (2012),Action|Drama
73152,By the Bluest of Seas (U samogo sinego morya) (1936),Drama
134130,"Martian, The (2015)",Action|Adventure|Sci-Fi
91612,Backstage (2005),Drama
129713,Assa (1987),Crime|Drama
130686,The Final Girls (2015),Comedy|Horror
76291,Karan Arjun (1995),Drama
119202,The Private Life of Deer (2013),Documentary
6984,"Tale of Two Cities, A (1935)",Drama
5109,Return to Never Land (2002),Adventure|Animation|Children
571,"Wedding Gift, The (1994)",Drama|Romance
127142,Beaver Trilogy Part IV (2015),Documentary
3404,Titanic (1953),Action|Drama
7783,Don't Tell Anyone (No se lo digas a nadie) (1998),Comedy|Drama
33760,Anna and the King of Siam (1946),Drama|Romance
80494,"Phenix City Story, The (1955)",Crime|Drama|Film-Noir
125413,Soul Power (2008),Documentary
132390,Riot (1969),Action
40955,Breakfast on Pluto (2005),Comedy|Drama
119929,Back to School with Franklin (2003),Animation|Children
243,Gordy (1995),Children|Comedy|Fantasy
4588,Eddie and the Cruisers II: Eddie Lives! (1989),Drama|Musical
103335,Despicable Me 2 (2013),Animation|Children|Comedy|IMAX
61024,Pineapple Express (2008),Action|Comedy|Crime
97685,Around the World (1943),Comedy|Musical
93821,There's Something Wrong with Aunt Diane (2011),Documentary
118564,Viuuulentemente Mia (1982),Comedy
72653,"Tom, Tom, the Piper's Son (1969)",Drama
89638,Nothing Personal (2009),Drama
112882,Butcher Boys (Bone Boys) (2012),Action|Comedy|Horror|Thriller
142108,"Aballay, the Man without Fear (2010)",Drama|Western
96405,Cinderella II: Dreams Come True (2002),Animation|Children|Fantasy
80797,"Thank You, Mr. Moto (1937)",Crime|Drama|Mystery
110407,"Machine, The (2013)",Sci-Fi|Thriller
60032,Hounddog (2007),Drama
115379,Grave Secrets (Silent Screams) (1989),Horror
72741,Everybody's Fine (2009),Drama
5151,40 Days and 40 Nights (2002),Comedy|Romance
70334,Hannah Montana: The Movie (2009),Comedy|Drama|Musical|Romance
7912,Finder's Fee (2001),Drama|Thriller
26220,"Violent City (Family, The) (Città violenta) (1970)",Action|Crime|Drama
78025,Ritual (Shiki-Jitsu) (2000),Drama
26429,Love at First Bite (1979),Comedy|Horror|Romance
55223,Private Fears in Public Places (Coeurs) (2006),Drama|Romance
33008,King's Game (Kongekabale) (2004),Thriller
57972,Deep Water (2006),Documentary
84847,Emma (2009),Comedy|Drama|Romance
5601,"Yearling, The (1946)",Children|Drama
99384,How to Stop Being a Loser (2011),Comedy
105911,Heart of a Lion (Leijonasydän) (2013),Drama|Romance
115711,TINY: A Story About Living Small (2013),Documentary
76130,Universal Soldier: Regeneration (2009),Action|Drama|Sci-Fi|Thriller
120757,Beck - Rum 302 (2015),Crime|Mystery|Thriller
145370,The Crow's Nest (2014),(no genres listed)
149648,Magnificent Doll (1946),Drama
58146,Witless Protection (2008),Comedy
2989,For Your Eyes Only (1981),Action|Adventure|Thriller
139183,The Price of Power (1969),Western
149588,The PHD Movie 2 (2015),Comedy
8847,Graffiti Bridge (1990),Drama|Musical
112432,Sound of Redemption: The Frank Morgan Story (2014),Documentary|Drama|Musical
27205,Kadosh (1999),Drama
106963,"War Between Men and Women, The (1972)",Comedy
32668,Blind Horizon (2003),Drama|Thriller
143011,I nostri ragazzi (2014),Drama
102133,Revolution (2012),Adventure|Documentary
56389,My Blueberry Nights (2007),Drama|Romance
60484,No Regrets for Our Youth (Waga seishun ni kuinashi) (1946),Drama
137046,The Perfect Assistant (2008),Crime|Mystery|Thriller
5604,"Man in the White Suit, The (1951)",Comedy|Sci-Fi
4786,"Legend of Hell House, The (1973)",Horror|Thriller
33119,Miracle in Milan (Miracolo a Milano) (1951),Comedy|Drama|Fantasy
1317,I'm Not Rappaport (1996),Comedy
108289,Flight 93 (2006),Drama
148853,Beltracchi - The Art of the Forgery (2014),Crime|Documentary
108479,Forced to Kill (1994),Action|Thriller
4505,For Keeps (1988),Drama|Romance
86033,Flodder in Amerika! (1992),Comedy
71112,Mentiras y gordas (2009),Comedy|Drama|Romance
5891,I Spit on Your Grave (Day of the Woman) (1978),Horror|Thriller
146040,Three Men in a Boat (1979),Comedy
44889,Reefer Madness: The Movie Musical (2005),Comedy|Drama|Musical
89371,Raging Phoenix (Deu suay doo) (2009),Action|Romance
136196,Chanbara Striptease (2008),Action|Comedy|Fantasy
67,Two Bits (1995),Drama
2963,Joe the King (1999),Crime|Drama
88163,"Crazy, Stupid, Love. (2011)",Comedy|Drama|Romance
127011,Under the Flag of the Rising Sun (1972),Drama|Mystery|War
146968,Dirty Linen (1999),(no genres listed)
98072,Triad Underworld (Gong wu) (Jiang Hu) (2004),Action|Crime|Drama
687,Country Life (1994),Drama|Romance
6293,XX/XY (2002),Drama|Romance
82581,Dying Breed (2008),Horror|Thriller
117504,Crackers (1984),Action|Comedy|Crime|Thriller
100633,"Scarecrow, The (1972)",Drama|Fantasy|Romance
8775,"Counterfeit Traitor, The (1962)",Thriller|War
2129,"Saltmen of Tibet, The (Salzmänner von Tibet, Die) (1997)",Documentary
128766,The Assassination (1972),(no genres listed)
78103,Shake Hands with the Devil (2007),Drama|War
100336,Udaan (2010),Drama
93439,Skies Above the Landscape (Nebo iznad krajolika) (2006),Comedy
27078,Set Me Free (Emporte-moi) (1999),Drama
1350,"Omen, The (1976)",Horror|Mystery|Thriller
74150,Falling Up (2009),Comedy|Drama|Romance
140299,B-Movie: Lust & Sound in West-Berlin (2015),(no genres listed)
2846,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",Adventure|Children|Comedy|Drama
136970,My Life's in Turnaround (1994),(no genres listed)
3968,Bedazzled (2000),Comedy
72507,Second in Command (2006),Action|Thriller
138726,Greased Lightning (1977),Action|Comedy|Drama
5305,Return of the Killer Tomatoes! (1988),Comedy|Horror|Sci-Fi
90849,Woman Obsessed (1959),Drama|Romance
60044,Baghead (2008),Comedy|Drama|Horror
69685,Daria: Is It College Yet? (2002),Animation|Comedy
107185,Blue Sunshine (1978),Horror|Thriller
26353,"Hand of Death, The (Shao Lin men) (1976)",Action
2726,"Killing, The (1956)",Crime|Film-Noir
101973,Disconnect (2012),Drama|Thriller
1933,"Life of Emile Zola, The (1937)",Drama
97988,"Bay, The (2012)",Horror|Sci-Fi|Thriller
3358,Defending Your Life (1991),Comedy|Drama|Fantasy|Romance
136369,The Jetsons Meet the Flintstones (1987),Animation|Children
101833,About Face: Supermodels Then and Now (2012),Comedy|Documentary
58297,Doomsday (2008),Action|Drama|Sci-Fi|Thriller
133610,The City Tramp (1966),Drama
135637,The Widows of Thursdays (2009),Crime|Drama
49394,Simon of the Desert (Simón del desierto) (1965),Drama
122936,Too Late Blues (1961),Drama
106090,Tortured (2008),Crime|Thriller
96993,That Certain Summer (1972),Drama
126591,The Humanoid (1979),Fantasy|Sci-Fi
114164,Grassroots (2012),Comedy|Drama
106200,Hours (2013),Drama|Thriller
5841,Return to the Blue Lagoon (1991),Adventure|Romance
51312,"Consequences of Love, The (Conseguenze dell'amore, Le) (2004)",Crime|Drama
102248,Holy Flame of the Martial World (1983),Adventure|Comedy|Fantasy
61406,John Adams (2008),Drama
87792,Route Irish (2010),Drama|Thriller
6569,Hotel (2001),Comedy
101025,Jack the Giant Slayer (2013),Adventure|Fantasy|IMAX
116397,Stonehearst Asylum (2014),Thriller
134601,Lost Soul: The Doomed Journey of Richard Stanley's Island of Dr. Moreau (2014),Documentary
6173,Into the West (1992),Adventure|Children
2445,At First Sight (1999),Drama
828,"Adventures of Pinocchio, The (1996)",Adventure|Children
5597,Suburban Commando (1991),Comedy|Sci-Fi
76680,Camille (2007),Comedy|Drama|Romance
122082,On the Inside (2011),Drama|Thriller
110655,Rio 2 (2014),Adventure|Animation|Children|Comedy
143685,Mark of the Witch (1970),Horror
131176,A Second Chance (2014),Drama
141444,Stand (2014),(no genres listed)
105042,"Wedding Party, The (1969)",Comedy
118706,Black Sea (2015),Adventure|Mystery|Thriller
626,"Thin Line Between Love and Hate, A (1996)",Comedy
116323,Cry of the City (1948),Crime|Drama
82631,Duelist (Hyeongsa) (2005),Action|Mystery
96383,"Family Tree, The (2011)",Comedy|Drama
128848,The Big One: The Great Los Angeles Earthquake (1990),Drama
143868,Beauty & the Briefcase (2010),Comedy|Drama|Romance
114382,Centennial (1978),Action|Adventure|Drama|Romance|Western
122940,Clear History (2013),Comedy
7099,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),Adventure|Animation|Drama|Fantasy|Sci-Fi
66092,"Triumph of the Nerds, The: The Rise of Accidental Empires (1996)",Documentary
90559,TV Junkie (2006),Documentary
1554,"Pillow Book, The (1996)",Drama|Romance
116726,Hamilton - In the Interest of the Nation (Hamilton: I nationens intresse) (2012),Action|Drama|Thriller
146275,11 Minutes (2015),(no genres listed)
130882,McCinsey's Island (1998),(no genres listed)
955,Bringing Up Baby (1938),Comedy|Romance
113216,"Suspect, The (Yong-eui-ja) (2013)",Action|Thriller
92231,"Blue Bird, The (1918)",Fantasy
87103,Vieraalla maalla (2003),Comedy|Romance
2314,Beloved (1998),Drama
141497,Lollipop Monster (2011),Drama
73370,"Thorn Birds, The (1983)",Drama|Romance
27180,Joan of Arc (1999),Adventure|Drama
141904,The Reader (1988),Comedy|Drama
128085,Light the Fuse... Sartana Is Coming (1970),Western
104664,Freeway (1988),Thriller
84152,Limitless (2011),Sci-Fi|Thriller
3417,"Crimson Pirate, The (1952)",Adventure|Comedy
2727,Killer's Kiss (1955),Crime|Film-Noir
26142,Major Dundee (1965),Adventure|War|Western
52365,Palais royal ! (2005),Comedy
146034,Four Winds of Heaven (1963),Drama|War
110748,Wake Wood (2010) ,Drama|Horror|Mystery
26946,No Way Home (1996),Drama
44864,Friends with Money (2006),Comedy|Drama|Romance
62250,Gomorrah (Gomorra) (2008),Crime|Drama
26134,Dracula: Prince of Darkness (1966),Horror|Mystery
129009,"Getting Go, the Go Doc Project (2013)",Drama
325,National Lampoon's Senior Trip (1995),Comedy
71821,Shorts (2009),Children
2869,"Separation, The (Séparation, La) (1994)",Drama
101180,Age of the Dragons (2011),Action|Adventure|Fantasy
269,My Crazy Life (Mi vida loca) (1993),Drama
98211,Shakespeare High (2011),Documentary
73447,I Live My Life (1935),Comedy|Romance
105620,Baggage Claim (2013),Comedy
124442,"No God, No Master (2014)",Crime|Drama|Thriller
44199,Inside Man (2006),Crime|Drama|Thriller
146325,Traceless (2010),Crime|Drama|Thriller
4506,Frantic (1988),Crime|Mystery|Thriller
26312,Butley (1974),Drama
91335,"Gruffalo, The (2009)",Adventure|Animation|Children|Comedy|Drama
1223,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi
51044,Magical Mystery Tour (1967),Comedy|Musical
8640,King Arthur (2004),Action|Adventure|Drama|War
89289,Woyzeck (1994),Drama
141684,Hurricane of Fun: The Making of Wet Hot (2015),Documentary
44595,Resurrection (1980),Drama|Fantasy
71978,Mother (Mat) (1926),Drama
98034,Children of the Living Dead (2001),Horror|Thriller
25829,Revolt of the Zombies (1936),Horror|War
26140,Incubus (1966),Horror
85774,Senna (2010),Documentary
8916,Shall We Dance? (2004),Comedy|Romance
71899,Mary and Max (2009),Animation|Comedy|Drama
116050,Cleopatra (1999),Drama|Romance
97384,Arachnoquake (2012),Action|Horror|Sci-Fi
116351,Charlie Chan in Dangerous Money (1946),Crime|Mystery
138532,Ghost of Goodnight Lane (2014),Comedy|Horror
27431,"Adversary, The (L'adversaire) (2002)",Crime|Drama|Mystery|Thriller
122458,Supernova (2005),Action|Drama|Sci-Fi
150000,Zot van A (2010),Comedy|Romance
319,Shallow Grave (1994),Comedy|Drama|Thriller
70305,Race to Witch Mountain (2009),Adventure|Children|Fantasy|Sci-Fi|Thriller
3900,Crime and Punishment in Suburbia (2000),Comedy|Drama
25800,Lady for a Day (1933),Comedy
119589,The Arrival of Joachim Stiller (1976),Drama|Fantasy
89016,What Did the Lady Forget? (Shukujo wa nani o wasureta ka) (1937) ,Comedy|Drama
26996,Safe House (1998),Thriller
147256,"Ogaryova Street, Number 6 (1980)",Crime|Mystery
74641,Singh Is Kinng (2008),Action|Comedy|Crime|Romance
52929,Red Road (2006),Drama
4139,No Man's Land (1987),Crime|Drama
91425,"Suspect, The (1944)",Drama|Thriller
4499,Dirty Rotten Scoundrels (1988),Comedy
1937,Going My Way (1944),Comedy|Drama|Musical
7288,Foolish Wives (1922),Drama
124805,Venus & Vegas (2010),Action|Comedy
84734,Old Man Made in Spain (Abuelo made in Spain) (1969),Comedy
58301,Funny Games U.S. (2007),Drama|Thriller
4866,"Last Castle, The (2001)",Action
146370,Hogi Pyar Ki Jeet,(no genres listed)
1544,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller
92847,God's Gift to Women (1931),Comedy|Romance
8732,"Belly of an Architect, The (1987)",Drama
51402,"Forest for the Trees, The (Der Wald vor lauter Bäumen) (2003)",Drama
126176,Nom de code : Rose (2012),(no genres listed)
131684,Poison Ivy (1985),Comedy|Romance
82684,Trash Humpers (2009),Drama
48093,Initial D (Tau man ji D) (2005),Action|Crime|Drama
144506,Kamui (2009),Action|Drama
125329,Midnight (1982),Comedy|Horror|Romance
134073,We'll Live Till Monday (1968),Drama|Romance
89028,Don't Be Afraid of the Dark (2010),Horror|Thriller
3370,Betrayed (1988),Drama|Thriller
38583,"Wraith, The (1986)",Action|Horror|Sci-Fi|Thriller
131690,The Big Steal (1990),Comedy
150774,The Correspondence (2016),Drama|Romance
1759,"Four Days in September (O Que É Isso, Companheiro?) (1997)",Drama
89043,"Classic, The (Klassikko) (2001)",Comedy|Drama
123210,Once Fallen (2010),Action|Crime|Drama
103143,Donos de Portugal (2012),Documentary
133624,"Coward, The (1915)",Drama|War
7613,White Palace (1990),Drama
