site_id,site,country,site_type,site_area,elevation,date,pm10,pm2.5,no2,o3,so2
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-03-28,4.476,2.825,3.119,94.212,0.327
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-03-29,8.551,6.257,5.289,92.507,0.403
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-03-30,13.92,10.006,6.721,82.133,0.445
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-03-31,5.682,4.106,4.297,93.192,0.363
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-04-01,1.133,0.822,2.691,96.13,0.291
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-04-02,3.536,2.933,3.495,86.881,0.303
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-04-03,6.715,5.349,3.394,101.497,0.349
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-04-04,12.02,7.783,3.426,103.204,0.479
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-04-05,9.917,7.379,6.056,105.547,0.478
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-04-06,16.847,11.712,7.093,109.129,0.714
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-04-07,24.477,19.317,7.585,103.779,0.809
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-04-08,12.757,10.94,7.67,81.821,0.584
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-04-09,16.684,14.233,7.184,83.524,0.465
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-04-10,21.412,18.137,6.865,111.734,0.629
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-04-11,12.953,10.749,7.057,101.21,0.409
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-04-12,6.115,3.976,4.262,117.746,0.433
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-04-13,6.188,4.689,6.678,102.549,0.499
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-04-14,1.232,0.98,5.344,86.892,0.304
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-04-15,2.371,1.922,3.619,94.997,0.302
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-04-16,5.004,4.231,5.465,86.36,0.385
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-04-17,11.497,9.88,5.98,110.755,0.791
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-04-18,10.594,9.038,6.839,79.545,0.669
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-04-19,13.307,11.337,6.726,94.02,0.518
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-04-20,15.484,13.13,6.519,107.458,0.985
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-04-21,23.543,13.287,6.776,118.388,0.527
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-04-22,22.745,13.39,5.623,112.532,0.458
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-04-23,17.961,11.515,3.566,123.405,0.86
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-04-24,6.156,4.598,4.179,110.987,0.454
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-04-25,3.557,2.854,4.012,117.014,0.446
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-04-26,8.75,6.354,4.816,113.592,0.616
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-04-27,13.278,8.068,4.665,130.354,0.564
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-04-28,17.507,11.677,6.254,112.847,0.559
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-04-29,17.465,14.372,6.787,101.953,0.963
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-04-30,11.596,9.395,4.686,106.611,0.715
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-05-01,12.45,8.879,5.238,103.85,0.938
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-05-02,13.521,11.201,6.247,82.082,0.904
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-05-03,14.853,12.382,4.918,91.514,1.038
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-05-04,13.511,9.636,5.93,116.917,1.237
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-05-05,16.351,9.82,5.507,117.71,0.76
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-05-06,14.168,10.285,5.111,97.615,0.841
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-05-07,15.152,12.529,4.795,92.633,0.666
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-05-08,13.343,9.993,4.747,92.017,0.754
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-05-09,12.755,7.305,4.283,93.152,0.894
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-05-10,12.713,6.291,3.814,86.156,1.065
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-05-11,14.172,6.839,3.859,97.242,0.712
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-05-12,8.748,6.914,4.064,70.515,0.459
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-05-13,17.73,13.183,4.796,68.375,0.566
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-05-14,12.504,10.063,4.477,60.916,0.543
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-05-15,4.415,3.188,4.242,73.273,0.41
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-05-16,9.281,7.51,7.01,75.589,0.526
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-05-17,4.955,4.025,5.46,73.668,0.466
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-05-18,11.577,8.198,5.688,69.541,0.82
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-05-19,11.593,8.931,5.588,80.55,0.967
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-05-20,18.842,13.385,6.911,105.637,1.3
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-05-21,18.796,12.376,5.342,112.869,1.263
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-05-22,18.144,11.001,4.582,110.093,1.348
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-05-23,17.905,11.854,4.426,108.064,1.029
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-05-24,8.685,6.325,4.132,94.345,0.64
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-05-25,15.861,11.741,4.581,101.656,0.921
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-05-26,16.408,12.125,4.692,115.606,0.903
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-05-27,13.279,8.005,4.452,113.16,1.157
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-05-28,12.789,7.919,4.491,116.666,1.698
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-05-29,11.755,6.487,5.007,112.275,1.503
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-05-30,12.257,6.522,5.135,120.776,1.333
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-05-31,14.264,7.314,4.758,129.787,1.317
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-06-01,21.043,9.47,4.997,137.423,1.586
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-06-02,18.432,10.088,5.531,141.776,1.518
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-06-03,14.536,7.425,4.078,108.834,1.416
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-06-04,13.21,7.674,4.136,81.098,0.832
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-06-05,14.248,10.506,4.669,73.066,0.867
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-06-06,11.861,9.089,3.758,92.089,0.929
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-06-07,13.17,10.471,5.065,73.195,0.736
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-06-08,14.816,11.177,5.334,78.546,0.742
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-06-09,11.166,7.969,4.626,101.181,0.725
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-06-10,13.285,9.949,4.696,86.418,0.821
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-06-11,16.217,12.065,4.551,85.226,1.01
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-06-12,14.216,8.159,4.285,103.049,1.089
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-06-13,10.55,5.317,3.645,109.957,0.932
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-06-14,11.199,7.336,4.165,105.063,1.161
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-06-15,12.512,8.583,4.826,115.085,0.972
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-06-16,11.331,7.232,3.944,116.331,1.033
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-06-17,8.877,6.442,3.413,110.442,0.874
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-06-18,12.604,8.782,3.418,125.165,1.231
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-06-19,19.456,11.952,4.197,132.41,1.462
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-06-20,22.327,13.976,4.373,127.33,1.513
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-06-21,22.29,13.514,3.904,131.287,1.27
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-06-22,20.316,10.82,3.59,117.618,1.159
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-06-23,12.579,7.029,3.221,108.374,0.803
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-06-24,5.751,4.335,2.868,79.635,0.602
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-06-25,11.563,8.246,4.097,106.307,1.03
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-06-26,12.019,7.276,3.969,116.662,1.113
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-06-27,10.795,6.576,4.091,96.0,0.989
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-06-28,4.702,2.895,3.787,102.124,0.683
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-06-29,9.345,4.579,4.45,113.849,1.092
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-06-30,13.042,6.884,3.344,103.343,1.214
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-07-01,12.978,10.066,4.127,100.098,1.294
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-07-02,2.741,2.006,2.846,83.962,0.756
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-07-03,,,3.012,85.842,1.171
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-07-04,,,3.235,92.599,1.131
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-07-05,4.311,2.621,3.277,91.866,0.826
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-07-06,7.02,3.63,3.243,104.4,0.876
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-07-07,9.265,4.87,4.056,119.016,1.184
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-07-08,18.904,6.475,5.318,125.232,1.642
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-07-09,13.691,7.075,3.629,140.619,1.486
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-07-10,20.592,9.957,5.236,149.277,1.973
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-07-11,21.508,10.33,4.505,126.889,1.531
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-07-12,18.082,7.435,3.762,123.84,0.905
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-07-13,5.583,3.442,3.731,94.108,0.683
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-07-14,8.607,3.708,3.993,119.738,0.923
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-07-15,11.649,5.717,3.252,103.02,0.997
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-07-16,13.554,8.105,3.597,127.306,1.092
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-07-17,9.248,5.334,4.263,112.415,0.976
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-07-18,12.642,5.853,3.055,122.508,0.987
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-07-19,13.568,6.405,3.662,100.932,0.974
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-07-20,9.145,4.125,4.304,91.851,0.733
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-07-21,10.214,6.463,8.606,86.877,0.472
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-07-22,5.956,3.757,3.547,106.628,0.474
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-07-23,8.221,4.751,2.674,89.709,0.434
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-07-24,15.066,8.365,3.38,103.205,0.517
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-07-25,5.633,3.831,3.978,90.318,0.493
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-07-26,3.449,2.122,3.203,83.994,0.324
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-07-27,5.231,2.653,3.146,94.942,0.429
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-07-28,6.839,3.821,3.917,74.558,0.456
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-07-29,5.992,3.328,3.278,83.124,0.472
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-07-30,4.06,2.626,2.695,84.668,0.434
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-07-31,6.629,3.458,3.015,94.556,0.561
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-08-01,6.884,4.638,3.115,74.062,0.407
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-08-02,5.004,2.415,2.21,88.304,0.367
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-08-03,4.143,2.671,3.258,74.867,0.37
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-08-04,3.889,2.604,3.88,76.196,0.353
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-08-05,2.837,1.999,4.474,62.762,0.357
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-08-06,2.602,1.388,2.794,83.585,0.305
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-08-07,2.383,1.149,3.015,72.596,0.324
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-08-08,4.009,2.302,2.876,86.689,0.367
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-08-09,4.543,3.0,4.299,66.892,0.397
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-08-10,4.258,2.807,3.99,92.388,0.514
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-08-11,5.893,3.399,3.608,119.344,0.554
at0ill1,Illmitz am Neusiedler See,austria,background,rural_regional,117.0,2023-08-12,8.566,4.682,3.108,100.702,0.506
